ID,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,ViolentCrimesPerPop
1371,52721,2.77,15.32,30.2,14.54,8.11,52718,100.0,25918,81.59,0.72,33.51,20.66,5.77,19.7,29709,11326,8110,15.96,5.73,18.56,15.87,7.25,63.81,10.19,23.68,11.3,23.96,10.48,26.78,14.72,12.71,3.15,71.91,66.83,73.57,73.02,61.77,70.01,1867,4.68,1338,6.05,12.03,19.21,24.89,0.15,0.31,0.49,0.63,95.06,0.32,4.28,3.22,2.67,2.71,2.63,58.07,4.32,43.52,3,2783,87.24,57.38,18.29,42.15,1968,5.77,0.58,43400,58400,78100,34700,214,293,385,171,376,26.6,20.1,12.0,13,1,2.54,50.5,45.07,66.56,80.74,1073.8
1332,39983,2.77,13.98,22.49,10.62,10.12,37926,94.86,47335,81.77,0.58,59.46,22.7,2.9,15.2,54903,22632,1448,3.66,3.26,11.0,36.01,4.07,66.59,18.09,30.98,9.09,39.91,6.73,23.33,8.93,7.89,3.19,86.23,85.68,91.5,87.78,61.4,69.32,279,0.96,1488,2.96,9.81,13.37,18.55,0.11,0.37,0.5,0.69,93.4,0.37,3.92,3.0,2.74,2.91,2.04,85.06,0.77,32.07,3,775,94.9,79.93,2.45,25.16,1970,1.69,0.42,71000,108000,155000,84000,307,385,522,215,479,24.2,19.2,12.7,0,0,3.72,68.33,50.17,82.84,87.84,111.56
1312,28199,2.95,14.67,25.42,11.7,7.0,23336,82.6,42530,88.38,0.82,52.88,17.86,2.95,11.83,47500,16397,1200,4.3,5.49,17.05,24.7,3.02,70.86,23.66,21.8,13.53,31.61,7.17,22.86,9.03,8.12,3.24,87.41,86.27,95.18,89.49,64.49,72.21,115,0.56,349,8.88,12.89,14.33,22.92,0.11,0.16,0.18,0.28,97.31,0.35,4.28,3.55,2.92,3.03,2.35,86.68,0.71,27.13,3,348,96.49,83.49,2.87,30.17,1974,1.03,0.36,67700,91100,127800,60100,329,383,433,104,440,21.4,20.5,12.7,0,0,1.24,68.1,52.36,72.04,88.46,133.87
518,364040,2.36,13.96,29.98,15.2,12.22,364040,100.0,21006,71.1,0.45,34.68,26.35,14.32,14.48,26774,12547,85319,24.34,10.23,30.39,22.17,7.84,56.63,15.37,29.69,13.11,29.29,13.02,42.09,16.35,14.85,3.11,50.06,45.53,53.22,54.43,57.68,64.27,32210,11.81,10045,20.2,27.47,36.53,43.6,0.56,0.76,1.01,1.2,94.63,0.69,6.46,3.56,2.26,2.61,2.05,44.21,3.84,67.36,2,14746,91.28,38.34,8.0,40.09,1945,6.2,0.52,45200,61900,87900,42700,200,283,367,167,329,25.8,18.9,13.0,989,23,2.76,70.07,49.12,85.48,91.51,1562.48
1070,28716,2.48,11.02,23.6,11.06,13.82,28716,100.0,32690,73.5,0.5,42.14,29.54,8.02,15.11,39827,16044,2143,7.53,8.52,24.44,20.44,6.75,62.6,22.14,22.4,15.31,26.81,9.17,30.75,12.45,10.9,3.04,76.09,74.67,84.73,77.89,61.34,70.17,421,1.91,1748,4.06,4.75,8.35,10.98,0.25,0.29,0.51,0.67,88.64,1.77,3.86,2.59,2.46,2.69,2.14,63.15,1.47,49.29,3,1546,88.22,57.75,3.1,45.86,1939,1.89,0.64,142400,177100,239600,97200,329,501,616,287,571,26.4,25.7,15.9,45,0,6.09,77.67,65.13,90.84,94.78,1196.34
477,99567,2.47,12.69,29.69,14.17,12.17,99567,100.0,31911,79.96,0.5,44.61,25.99,5.86,13.83,38812,15111,8694,8.99,11.74,25.06,19.57,7.07,65.92,18.34,21.49,14.59,24.55,10.74,33.47,13.33,12.1,3.01,71.67,69.45,76.81,71.42,69.15,76.26,2089,2.99,6739,15.61,22.11,27.33,29.71,1.06,1.5,1.85,2.01,81.17,1.7,3.45,2.18,2.4,2.69,2.15,51.62,1.61,58.39,2,4023,90.93,46.04,2.11,23.39,1953,5.81,0.39,100500,118600,143300,42800,371,467,557,186,537,26.3,23.4,15.1,147,1,6.77,60.24,49.01,78.16,85.75,223.14
158,86835,3.65,28.27,55.62,38.89,5.85,86830,99.98,21162,85.9,1.26,46.85,17.17,4.87,12.36,23127,8408,23434,29.56,2.4,10.15,34.54,5.85,56.78,11.94,39.99,10.96,29.67,3.71,49.51,5.37,4.58,3.47,84.56,81.99,93.03,84.47,48.78,55.42,478,0.97,4715,42.42,53.28,66.3,71.45,2.3,2.89,3.6,3.88,90.16,0.82,15.02,14.01,3.32,3.48,3.22,41.76,11.79,50.49,2,773,96.85,39.91,2.85,36.74,1969,2.4,0.2,54600,74000,107700,53100,229,289,424,195,336,27.5,20.7,12.0,65,9,5.43,47.34,28.99,52.45,62.09,157.99
1244,13747,2.78,14.32,27.77,14.11,11.36,13747,100.0,34827,78.86,1.65,42.3,26.68,5.4,12.95,40940,15615,802,5.92,10.23,23.73,22.6,3.75,69.18,13.79,22.23,12.52,24.58,11.01,33.81,15.61,13.28,3.26,73.68,67.86,85.07,69.58,65.97,78.04,128,1.34,2578,21.1,31.46,39.57,52.06,3.96,5.9,7.42,9.76,69.34,11.27,9.71,6.72,2.74,2.56,2.97,52.86,12.04,62.07,2,505,90.75,56.52,0.59,24.16,1972,3.17,0.44,239100,284400,348400,109300,537,707,902,365,759,30.6,26.6,11.5,67,0,18.75,49.81,46.04,76.28,88.04,480.87
1196,14207,3.3,17.37,31.32,14.83,5.74,14207,100.0,23485,83.31,0.73,19.1,20.67,8.91,9.37,25212,8462,3012,21.39,28.32,51.75,4.08,8.2,60.21,13.83,11.19,22.27,10.06,10.62,29.72,15.25,12.94,3.73,74.73,70.18,79.59,78.01,44.98,52.2,234,2.08,3210,10.12,20.53,29.66,52.9,2.29,4.64,6.7,11.95,44.38,14.81,14.55,11.62,3.3,3.25,3.37,55.63,22.3,59.59,2,514,89.33,56.51,4.47,59.34,1966,14.75,0.46,30000,38900,49600,19600,231,283,351,120,330,23.7,20.8,13.2,0,0,22.59,61.02,47.82,87.28,93.71,306.54
17,23006,2.79,25.97,45.62,33.52,11.04,0,0.0,22194,74.76,0.69,53.59,30.43,7.35,14.93,30450,10282,4265,21.61,11.51,20.01,23.91,5.96,56.4,12.49,31.46,15.09,25.16,5.65,53.01,7.78,6.76,2.97,73.08,74.2,79.08,72.98,66.73,70.83,257,1.76,792,60.86,69.19,72.22,78.91,2.1,2.38,2.49,2.72,91.29,1.24,4.06,3.04,2.38,2.47,2.29,53.51,1.96,50.04,2,382,95.57,51.58,0.79,23.3,1956,2.55,0.07,41100,51400,65800,24700,251,319,395,144,379,27.5,19.9,14.5,21,0,3.44,79.03,40.95,60.02,89.94,242.54
1073,10507,2.67,15.3,27.32,13.17,8.19,10507,100.0,31510,82.98,0.5,45.13,20.19,4.15,32.81,35482,13742,876,8.44,5.11,14.19,22.41,5.82,66.2,8.34,22.62,9.93,32.65,9.08,23.5,11.53,10.31,3.02,80.66,77.58,81.3,88.08,65.28,75.86,57,0.72,530,8.11,10.38,12.64,20.94,0.41,0.52,0.64,1.06,91.05,0.83,2.76,2.13,2.64,2.74,2.44,69.22,1.73,34.32,3,319,92.51,66.71,0.94,34.8,1977,2.79,0.0,60300,74000,92100,31800,224,318,433,209,410,27.1,21.7,11.2,0,0,5.04,22.11,46.4,67.45,71.48,190.95
1571,29387,2.22,10.54,26.19,11.36,14.13,29387,100.0,25422,77.64,0.42,41.13,26.36,5.54,15.98,30373,13514,3146,10.9,5.78,19.75,19.03,4.95,65.25,14.03,21.42,13.11,23.26,14.96,30.89,18.36,16.76,2.87,65.96,63.97,81.23,67.84,70.04,76.6,471,2.18,1098,18.21,28.14,35.97,41.26,0.68,1.05,1.34,1.54,92.7,1.23,3.07,1.76,2.19,2.36,2.0,56.0,2.41,60.97,2,1656,88.89,51.83,0.97,29.71,1957,4.35,0.34,61800,72800,88700,26900,280,367,472,192,424,25.8,22.6,12.6,0,0,3.74,48.11,44.36,68.48,88.3,787.17
547,22869,2.3,8.57,20.18,9.56,19.73,22869,100.0,39538,70.65,0.84,61.29,32.68,5.64,26.54,47751,21854,1178,5.17,3.56,10.69,46.29,3.64,59.24,9.25,40.96,5.36,48.38,8.96,31.2,13.51,11.39,2.79,74.35,72.33,89.35,73.09,66.46,73.43,295,1.85,4533,15.35,22.35,34.55,43.92,3.04,4.43,6.85,8.71,74.2,4.29,3.05,1.93,2.29,2.37,2.15,65.08,3.48,50.16,2,387,96.25,62.86,0.78,32.3,1954,0.83,0.16,200600,253400,323300,122700,539,645,827,288,695,28.0,21.1,11.2,60,12,19.82,44.4,58.47,69.97,89.34,909.37
659,21096,2.26,13.15,38.38,20.21,5.86,21096,100.0,38956,89.03,0.83,47.21,11.39,2.09,10.35,46760,19323,2010,9.61,2.49,8.76,44.72,3.76,76.05,6.11,33.76,4.9,41.62,10.63,47.21,15.68,13.27,2.84,67.54,67.37,89.57,72.26,64.31,76.44,240,2.39,3238,24.15,40.06,55.34,67.33,3.71,6.15,8.49,10.33,82.24,2.32,2.59,1.37,2.24,2.16,2.31,42.64,4.97,66.82,2,591,94.05,44.34,0.0,5.25,1967,1.04,0.12,64700,96800,146000,81300,612,685,749,137,705,24.7,19.9,11.8,2,0,15.35,24.43,30.98,61.96,71.93,551.32
1300,80352,2.69,14.34,27.95,13.49,11.95,80375,100.0,27770,76.04,0.28,45.85,30.2,9.97,20.42,32883,12284,9923,12.73,9.18,26.84,12.18,7.8,59.77,27.65,22.83,18.77,19.77,10.4,31.4,13.36,11.97,3.15,68.34,65.57,76.39,74.75,62.61,70.24,2626,4.12,4030,9.35,14.19,18.51,22.11,0.47,0.71,0.93,1.11,89.51,1.5,5.38,3.79,2.61,2.78,2.32,66.18,3.16,49.94,3,1278,95.9,61.99,2.74,28.48,1954,4.39,0.3,47100,58700,73000,25900,262,338,415,153,400,25.4,19.4,13.0,61,0,5.01,65.34,53.32,83.0,87.28,536.08
1020,47358,2.83,13.62,23.89,11.09,8.8,47358,100.0,42095,84.17,0.3,54.46,22.89,3.08,17.74,46589,16717,1351,2.87,3.22,14.04,22.32,3.86,68.96,28.78,19.46,12.05,30.01,6.86,24.03,9.55,8.25,3.21,85.81,84.67,95.15,82.24,59.52,70.42,134,0.4,1298,5.93,7.94,8.86,9.32,0.16,0.22,0.24,0.26,95.25,0.44,3.93,3.16,2.82,2.89,2.41,87.93,0.71,20.8,3,442,97.43,85.88,1.81,23.3,1969,0.77,0.2,68100,89800,118100,50000,403,470,542,139,558,24.5,19.6,12.3,0,0,2.74,74.38,57.1,81.13,93.6,79.56
1578,44654,2.76,16.07,26.56,13.25,14.38,0,0.0,21870,69.38,1.68,34.5,33.84,10.49,17.64,25231,10830,9386,21.62,14.59,30.72,15.1,6.51,53.17,16.31,24.75,17.64,24.42,10.89,26.89,14.96,13.03,3.19,69.39,62.96,71.86,75.77,57.53,65.74,1247,3.18,2864,9.32,16.24,27.41,36.0,0.6,1.04,1.76,2.31,73.1,4.14,7.19,5.24,2.67,2.68,2.66,69.19,7.01,44.06,3,2047,88.78,69.08,5.52,60.77,1961,11.34,0.45,30400,44600,67100,36700,200,274,348,148,343,28.5,19.4,12.8,15,2,6.41,48.56,49.94,76.72,84.73,816.02
960,27291,2.43,10.59,19.79,8.65,15.95,27291,100.0,42113,77.21,0.67,64.46,32.88,1.6,20.23,51118,22058,760,2.82,5.18,11.77,42.87,3.12,63.68,15.37,32.46,6.02,42.65,7.38,24.35,11.62,9.71,3.0,81.26,80.46,94.64,70.38,58.62,67.7,139,0.66,577,7.45,8.84,13.34,25.65,0.16,0.19,0.28,0.54,95.61,0.62,3.73,2.55,2.41,2.55,1.9,82.6,0.78,39.64,3,487,95.84,77.96,1.64,34.09,1955,0.12,0.03,77400,100500,148300,70900,376,469,542,166,558,22.9,17.6,11.8,0,0,2.11,66.64,62.96,84.26,91.96,234.84
1497,69330,4.17,18.77,34.53,17.32,5.16,69330,100.0,32684,86.09,0.54,18.66,15.9,13.71,10.35,33029,8858,10727,15.69,27.25,49.5,9.68,8.45,60.27,29.68,14.55,29.28,13.25,7.28,39.35,12.04,9.66,4.33,73.13,64.84,78.59,76.92,54.44,58.82,3751,7.15,29810,16.98,28.33,37.78,49.76,7.3,12.18,16.24,21.4,30.17,20.56,27.89,24.14,4.13,4.06,4.25,59.01,37.49,60.31,2,565,96.71,60.12,5.66,16.46,1964,5.61,0.73,122900,151100,179500,56600,470,588,697,227,648,30.8,25.2,11.2,0,3,43.0,44.74,46.7,87.39,89.69,604.42
284,22282,3.1,14.68,30.15,13.19,6.14,0,0.0,26701,82.4,1.28,33.32,16.76,13.51,19.98,29110,10401,2765,12.58,10.39,22.86,14.05,7.84,64.55,11.73,27.79,15.87,21.66,9.19,23.2,13.69,11.51,3.42,75.03,72.09,79.13,73.38,63.38,68.35,454,2.8,2427,13.1,19.41,28.47,33.0,1.43,2.11,3.1,3.59,80.79,4.31,8.07,6.59,3.08,2.87,3.29,45.76,11.36,42.76,3,233,96.86,49.19,2.58,19.31,1973,4.27,0.27,71700,89800,112100,40400,321,377,448,127,446,26.9,21.8,12.1,19,0,10.89,42.85,34.22,63.89,75.03,711.12
798,63850,2.85,16.11,29.89,14.6,8.86,63838,100.0,30151,80.41,0.58,34.48,22.05,6.22,13.39,33891,12963,10148,16.08,12.87,28.77,14.67,7.87,59.63,20.71,19.58,16.4,19.78,11.16,26.81,14.39,12.82,3.32,73.6,68.81,79.88,74.89,46.55,56.62,1295,2.74,6308,12.11,19.2,27.82,38.71,1.2,1.9,2.75,3.82,78.36,4.62,8.08,6.01,2.82,2.9,2.73,58.18,9.25,51.46,2,2598,89.62,56.69,8.47,41.84,1968,10.04,0.74,34900,50400,69400,34500,240,307,378,138,385,22.9,17.6,12.5,17,20,9.88,64.9,48.05,80.82,92.1,566.03
226,10636,2.27,9.19,22.64,9.71,18.06,10636,100.0,36879,71.06,0.56,52.08,36.8,5.88,22.82,44988,19091,996,9.71,10.96,23.97,28.04,6.12,59.69,10.35,30.75,12.43,33.78,12.24,38.09,14.16,13.32,3.01,64.84,55.43,74.29,65.56,57.94,67.49,453,5.69,917,16.36,24.97,26.83,29.33,1.41,2.15,2.31,2.53,88.2,1.44,6.52,3.5,2.19,2.43,1.98,52.64,3.29,61.58,2,429,91.61,47.49,10.72,55.71,1946,4.27,0.43,114500,155400,190600,76100,445,581,728,283,644,27.3,23.4,19.2,0,6,8.62,59.04,58.95,86.39,91.17,458.81
27,112669,2.43,17.3,31.76,19.04,11.15,112669,100.0,25369,76.99,0.84,50.06,23.82,5.56,13.87,34153,13886,18176,17.04,3.96,11.44,34.88,6.42,59.99,12.89,32.67,11.21,33.33,10.86,38.08,14.79,12.92,2.9,70.42,69.15,82.8,71.2,61.71,71.18,1342,1.89,5747,32.12,42.14,47.05,51.57,1.64,2.15,2.4,2.63,92.49,0.8,3.18,1.95,2.3,2.55,2.05,56.17,2.61,52.1,2,1717,96.42,50.75,0.99,14.39,1966,3.07,0.28,56100,73200,99300,43200,282,375,477,195,425,30.6,20.4,13.1,459,84,5.1,39.02,37.12,67.78,79.61,390.93
438,170045,2.66,13.82,31.25,14.76,8.59,170045,100.0,27469,82.66,0.3,32.82,19.97,7.74,17.48,31180,12711,23169,14.04,6.89,20.66,18.44,5.93,65.93,20.19,21.72,13.07,26.41,10.56,29.87,14.95,12.83,3.08,68.16,64.41,76.03,69.14,58.43,66.56,7374,6.41,6932,12.97,21.49,31.06,39.27,0.53,0.88,1.27,1.6,93.02,0.79,3.94,2.83,2.59,2.69,2.49,51.93,3.58,47.5,3,5776,91.72,50.03,3.83,33.24,1969,7.26,0.31,68000,85200,103800,35800,282,368,454,172,439,26.2,22.7,13.0,96,39,4.08,46.43,41.39,62.84,75.27,845.63
1551,13068,2.52,17.39,35.2,19.89,12.01,0,0.0,31298,76.7,0.18,44.41,27.85,4.47,13.21,39418,14148,1013,8.51,9.51,24.82,21.93,3.73,64.03,14.29,24.96,12.43,27.1,11.28,35.27,15.58,13.65,2.92,66.31,65.58,82.72,63.87,68.76,73.97,201,2.46,214,24.77,24.77,26.64,33.64,0.41,0.41,0.44,0.55,96.28,0.29,2.72,1.76,2.31,2.58,2.1,48.86,1.33,49.99,3,289,94.72,43.76,0.35,25.95,1974,2.3,0.0,81500,94300,118600,37100,305,398,482,177,473,25.6,23.3,11.6,19,0,1.64,66.78,37.53,68.42,87.48,485.77
230,12199,2.45,10.15,26.06,12.03,16.79,12199,100.0,35808,78.66,0.56,49.28,31.01,6.43,16.56,42470,16819,745,6.25,11.01,28.15,15.09,7.2,63.97,27.02,21.11,14.72,24.61,8.45,33.08,10.69,9.63,2.98,72.04,68.74,82.49,80.26,56.77,69.69,134,1.48,1252,4.23,7.43,21.17,27.0,0.43,0.76,2.17,2.77,80.95,2.87,3.37,2.23,2.4,2.53,2.21,61.27,1.89,53.2,2,295,94.4,57.94,2.03,29.15,1954,2.59,0.84,127200,152300,179500,52300,356,487,587,231,597,24.7,25.1,14.9,18,0,10.26,71.76,59.02,82.25,94.37,190.79
38,26623,2.46,13.98,24.9,11.84,15.94,26623,100.0,19099,68.13,0.56,27.94,35.6,10.83,18.44,26067,11371,6387,24.4,13.84,32.98,17.94,11.53,48.81,19.64,24.14,18.5,26.9,12.62,27.5,15.82,14.4,3.03,57.07,49.25,66.59,58.79,59.86,67.31,1619,6.83,374,9.36,16.04,31.55,33.42,0.13,0.23,0.44,0.47,96.2,0.27,4.98,3.36,2.42,2.45,2.38,61.06,2.87,46.68,3,1293,89.31,60.43,4.02,47.72,1958,9.26,0.58,30000,49700,75700,45700,115,198,290,175,301,24.9,20.1,13.5,21,10,1.4,73.73,54.49,80.92,87.35,3540.57
750,31601,2.54,15.73,28.57,15.16,14.26,31596,100.0,24763,73.92,1.54,37.36,32.68,7.02,15.2,29509,12929,4698,15.61,9.07,24.86,19.23,7.19,57.76,25.33,27.59,15.74,27.28,11.48,27.6,15.26,13.53,2.99,68.41,64.64,75.18,70.94,67.43,72.96,603,2.47,938,17.91,35.39,56.08,65.46,0.53,1.05,1.66,1.94,94.85,0.81,3.66,2.51,2.42,2.5,2.31,59.76,3.41,52.11,2,1807,87.33,57.83,2.77,42.34,1965,7.89,0.3,32200,49800,73600,41400,234,305,376,142,380,23.8,17.1,12.9,1,0,2.97,65.73,44.95,74.82,88.66,722.02
1046,19489,3.69,19.28,30.6,14.86,8.36,0,0.0,18404,79.04,0.92,13.3,25.6,13.13,8.06,20386,7795,6051,31.2,32.9,51.22,7.94,13.67,52.73,10.76,13.66,17.0,18.9,5.92,32.64,12.01,9.28,4.03,72.32,66.07,86.84,71.8,46.59,52.99,916,5.23,8745,16.18,24.71,29.93,36.59,7.26,11.09,13.43,16.42,8.79,25.41,19.07,16.14,3.66,3.77,3.52,60.66,23.43,52.32,2,258,95.34,59.03,2.71,34.11,1971,12.56,0.9,53600,68000,91600,38000,177,265,347,170,336,32.3,23.4,13.1,10,7,44.87,41.74,56.02,82.34,87.15,822.2
470,13187,2.47,10.16,23.25,10.96,18.77,12895,97.79,35855,76.78,0.32,61.86,30.74,4.14,21.23,42245,18645,771,6.27,10.36,21.66,27.84,3.31,62.15,22.62,29.11,14.22,32.72,8.14,24.65,10.71,9.55,2.81,77.84,75.4,85.65,73.14,70.99,75.28,169,1.77,696,15.52,25.43,30.17,37.79,0.82,1.34,1.59,1.99,89.75,0.76,2.85,1.89,2.32,2.57,1.95,65.72,1.16,40.69,3,199,96.4,59.31,0.5,25.63,1961,0.41,0.09,70700,92700,140300,69600,403,458,535,132,534,25.1,20.2,11.7,0,0,5.28,74.75,49.01,82.92,89.32,74.56
1357,10950,2.53,13.39,24.58,11.73,16.48,0,0.0,20711,65.61,0.78,39.5,36.03,10.26,20.09,24605,10113,1991,18.76,9.34,27.85,9.35,10.38,51.94,27.87,24.63,23.15,20.31,11.63,24.05,15.0,13.43,3.0,69.32,67.52,66.99,74.4,61.13,68.26,341,3.62,274,4.01,4.01,4.01,4.01,0.1,0.1,0.1,0.1,95.46,0.26,4.85,3.39,2.48,2.51,2.45,59.04,3.6,51.35,2,222,95.13,58.47,1.35,37.39,1964,6.39,0.0,34400,42900,55700,21300,211,277,341,130,344,26.1,22.6,14.4,0,2,2.53,50.97,45.97,77.1,85.23,650.49
1567,14090,2.65,23.71,41.21,29.24,11.83,0,0.0,18784,74.69,0.8,44.6,25.54,6.94,16.61,26982,10247,2667,22.38,11.83,23.16,28.32,6.71,49.32,7.43,37.38,9.38,31.65,5.75,51.68,12.86,9.02,2.91,73.08,71.4,77.78,77.74,54.88,66.34,111,1.23,847,46.16,55.73,65.88,67.89,2.78,3.35,3.96,4.08,92.29,0.64,2.68,1.65,2.25,2.45,2.08,52.09,2.75,53.2,2,548,90.66,47.99,0.36,35.04,1967,5.15,0.29,36600,49500,68900,32300,168,232,315,147,295,26.6,16.8,11.6,0,0,6.01,58.99,33.05,52.35,78.33,167.73
688,49832,2.64,12.83,27.96,12.91,12.63,49832,100.0,32315,76.83,0.37,35.82,28.04,10.1,16.81,38534,13613,4060,8.33,18.52,33.25,12.08,8.8,63.12,24.97,22.82,21.76,20.7,8.56,32.43,11.84,10.31,3.12,72.47,70.0,78.69,74.56,65.47,74.29,1432,3.88,5832,5.92,11.08,14.68,21.21,0.69,1.3,1.72,2.48,78.75,5.04,4.3,3.09,2.59,2.8,2.31,62.4,2.16,50.43,2,1432,92.94,57.74,1.47,39.32,1951,2.79,0.71,117400,138900,163400,46000,300,449,562,262,523,26.4,22.3,13.5,0,0,11.7,75.71,58.43,84.92,93.78,674.31
1466,35943,2.67,11.41,28.83,13.08,11.5,35943,100.0,42679,84.2,0.53,50.23,25.92,4.62,17.83,50428,18155,1822,5.1,4.27,13.63,23.73,5.7,70.37,16.56,25.83,9.87,31.19,6.8,36.93,9.47,8.19,3.23,77.78,76.35,84.52,83.69,60.84,70.13,382,1.46,2183,11.31,15.16,19.79,24.92,0.69,0.92,1.2,1.51,90.82,1.05,6.21,4.29,2.65,2.97,2.15,68.44,1.58,44.98,3,620,95.6,61.1,2.26,30.32,1956,0.76,0.26,151100,172600,198200,47100,514,651,768,254,710,24.0,22.0,12.6,0,0,6.07,81.77,63.18,88.94,93.35,246.09
640,30013,2.75,15.13,33.21,17.06,6.9,30013,100.0,25698,86.01,0.57,31.66,15.75,6.49,17.48,27144,11566,3486,11.89,4.7,15.5,18.17,6.6,66.42,5.47,28.29,10.29,27.36,7.75,22.05,14.14,11.15,3.06,74.28,70.83,83.41,69.19,58.26,65.71,616,3.02,1268,17.19,23.03,37.78,45.58,0.73,0.97,1.6,1.93,91.9,0.85,3.78,2.97,2.69,2.74,2.65,49.5,4.64,42.37,3,894,92.43,48.65,3.47,19.91,1971,6.79,0.32,51700,66100,86200,34500,240,343,400,160,443,27.1,22.5,13.1,20,0,4.22,34.99,35.75,57.76,61.92,533.46
1374,107786,2.63,13.25,26.88,13.29,12.82,107786,100.0,25236,73.46,1.11,43.59,29.77,7.67,17.9,31282,12641,14300,14.5,6.8,18.46,21.69,6.4,55.33,11.81,27.53,11.48,29.55,14.36,31.68,16.79,15.59,2.99,69.0,66.65,73.7,70.33,60.8,70.4,2412,3.02,6022,19.31,30.12,40.45,48.7,1.08,1.68,2.26,2.72,91.15,1.9,4.87,3.16,2.41,2.53,2.27,57.36,3.98,51.94,2,1665,96.09,54.7,1.92,18.32,1968,4.69,0.41,46400,60300,80900,34500,257,325,398,141,387,25.9,20.4,13.7,178,19,5.59,45.29,38.87,67.48,83.36,332.86
1219,286215,2.54,13.94,29.0,13.68,8.28,285211,99.67,28539,83.02,0.8,44.79,18.7,5.45,17.65,33620,13975,30995,11.05,3.73,12.38,26.69,6.73,65.79,15.86,25.53,10.16,30.72,11.2,27.09,15.71,13.53,3.05,74.43,72.43,82.36,75.17,59.23,67.91,4471,2.29,13495,12.58,18.75,26.39,31.88,0.59,0.88,1.24,1.5,90.83,0.9,3.85,2.63,2.5,2.66,2.3,58.29,2.92,46.72,3,13794,89.08,54.72,1.28,35.47,1973,4.06,0.17,64300,81500,102300,38000,285,358,447,162,412,25.9,22.4,12.2,273,24,4.72,29.51,39.09,66.46,71.5,510.78
1159,23304,2.62,17.41,28.82,16.39,15.25,0,0.0,21040,66.58,0.36,39.44,35.92,12.68,19.97,26238,9873,4201,19.29,9.09,28.3,11.96,11.58,49.71,26.93,28.75,23.25,20.13,10.86,31.65,14.04,12.58,3.03,66.1,61.89,71.56,74.26,54.09,62.72,729,3.85,388,13.4,19.85,21.13,35.82,0.22,0.33,0.35,0.6,95.63,0.5,4.28,3.0,2.45,2.52,2.35,60.95,1.3,45.98,3,669,93.01,59.26,7.17,51.72,1947,7.78,0.38,27300,40100,57300,30000,164,223,293,129,315,27.5,18.3,13.5,26,0,1.66,78.66,55.85,85.04,94.15,1013.71
1326,18624,2.66,14.34,28.45,13.15,9.61,18624,100.0,31270,81.94,0.74,40.09,25.82,6.02,13.14,37541,12728,1634,8.91,9.92,23.54,14.17,3.33,67.75,18.21,18.63,17.68,24.47,9.58,24.98,14.57,12.31,3.15,75.31,74.58,83.92,81.36,67.2,72.37,183,1.27,338,21.89,50.59,54.14,55.62,0.4,0.92,0.98,1.01,96.48,0.55,4.42,3.17,2.62,2.96,2.19,63.38,1.59,46.91,3,343,95.32,56.21,0.0,9.91,1972,1.54,0.11,57100,69700,88500,31400,290,356,400,110,411,24.5,16.2,11.6,0,2,1.81,67.38,46.8,66.38,85.88,464.08
1301,12906,2.55,12.77,24.07,9.52,10.16,0,0.0,27373,80.12,4.66,47.93,25.58,5.67,13.42,34801,12411,1290,10.19,7.7,15.2,27.92,2.4,73.4,3.77,25.34,7.04,34.12,8.27,24.71,10.83,9.64,3.15,78.07,77.85,79.07,78.88,87.97,89.37,286,2.56,156,0.0,0.0,3.21,3.21,0.0,0.0,0.04,0.04,95.84,0.18,4.41,2.98,2.5,2.81,2.02,68.16,2.25,47.05,3,327,93.93,60.6,3.36,43.73,1970,6.87,0.17,48000,59500,73600,25600,202,275,349,147,317,22.9,16.9,12.1,0,0,1.21,73.34,50.7,72.55,93.33,291.16
